"","gname","vicinity","crit1","crit2","crit3","doubtterr","multiple","success","suicide","ingroup","guncertain1","nperps","nperpcap","claimed","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","ransom","Assasination","Hostage","Bombing","Facility","Assault","Unknowntype","barricade","unarmedattack","Hijack","Biological","Chemical","Radiological","Nuclear","Firearm","Explosives","Fakeweapons","Incendiary","Melee","Vehicle","Sabotage","Otherweapons","Unknownweapon","NorthAm","CentralAm","SouthEastAsia","EastAsia","WesternEurope","Subsaharan","SouthAm","SouthAsia","CentralAsia","MiddleEast","Oceania","EasternEurope","nhrs","ndays","Business","Government","Police","Military","Abortionrelated","Airports","Diplomatic","Educational","Food","Journalist","Maritime","NGO","Othertarg","PrivateCitizen","Religious","Telecom","Terrorists","Tourist","Transportation","Unknowntarg","Utilities","PoliticalParty"
"78","Afghan War Veterans",0,1,1,1,-9,0,0,0,1142,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","Afghans",1,4,4,4,0,0,4,1,278,2,-96,0,0,43,0,0,130,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"80","Africa Marine Commando",0,5,5,5,0,0,5,0,30083,3,-495,0,2,7,0,1,2,0,0,-18,-7,0,1,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,-84,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"81","African National Congress (South Africa)",64,603,592,544,49,18,550,1,281,42,168,0,0,633,0,133,1628,0,10,525,1,70,0,397,1,53,84,0,1,0,0,0,0,0,78,407,0,15,2,1,0,0,103,0,0,0,0,1,605,0,0,0,0,0,0,0,0,57,121,224,64,0,1,5,1,2,1,0,0,0,33,1,1,0,0,34,0,46,15
"82","Afridi Tribe",0,1,1,1,-9,0,1,0,1088,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","Afrikaner Resistance Movement (AWB)",0,5,5,5,0,0,5,0,282,2,1,0,0,6,0,0,53,1,0,3,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"84","AGEL",0,1,1,1,0,0,1,0,3696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"85","Aghwar ""Fire War"" Group",0,1,1,1,0,0,1,0,3439,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","Agudat Israel Party",0,1,1,1,0,0,1,0,4379,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"87","Ahle Sunnat Wal Jamaat (ASWJ-Pakistan)",0,2,2,2,0,0,2,0,40449,0,-97,1,1,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"88","Ahlu-sunah Wal-jamea (Somalia)",0,7,8,8,4,0,9,0,30003,2,-891,0,0,25,0,10,0,0,0,1,-18,0,4,1,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,-396,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0
"89","Ahmad Alawi al Muqbili",0,1,1,1,0,0,1,0,5083,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","Ahmad Jibril",0,1,0,1,1,0,1,0,3861,0,0,0,0,98,0,0,160,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"91","Ahrar Al-Jalil (Free People of the Galilee)",1,4,4,4,0,0,4,1,20511,1,-296,-99,3,8,0,1,58,0,0,-7,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0
"92","Ahrar al-Sham",3,13,13,6,7,3,13,1,40140,0,-1186,0,11,45,0,2,19,0,0,-38,0,2,0,7,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"93","Aibed Er-Rahman katibet",1,1,1,0,1,0,1,0,20012,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","Aidid Militia",0,1,1,1,0,0,1,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"95","Air and Azawak Liberation Front",2,3,3,3,0,0,3,0,283,0,80,0,0,3,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"96","Airport Protesters",0,2,2,2,-9,0,1,0,3855,0,20,0,0,0,0,0,50,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"97","Aisha Umm-al Mouemeneen (Brigades of Aisha)",0,1,1,1,0,0,1,0,40186,0,-99,0,1,30,0,0,300,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"98","Aitarak Militia",0,1,1,1,0,0,1,0,20013,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"99","Ajnad Misr",0,32,32,32,0,14,30,0,40215,0,-2767,1,32,10,0,0,93,0,0,-90,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,1,1,26,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"100","Akali Dal Party",0,2,2,2,0,0,1,0,3792,1,5,0,0,5,0,5,12,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"101","Akhil Terai Mukti Morcha (ATMM)",0,13,13,13,0,0,10,0,30250,1,-884,6,11,4,0,0,30,0,0,-32,0,0,0,9,0,4,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"102","Akhilesh Singh Gang",0,0,1,1,1,0,1,0,10067,0,-99,8,0,5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"103","Al-Adl Wal Ihsane",0,5,5,5,0,3,5,0,961,0,500,0,0,3,0,0,12,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","Al-Ahwaz Arab People's Democratic Front",0,3,3,3,0,2,3,0,20485,1,0,0,2,10,0,0,19,0,0,-7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"105","Al-Aqsa-Group",0,1,1,1,0,0,1,0,3840,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","Al-Aqsa Martyrs Brigade",56,169,169,161,11,8,152,36,20016,18,-2436,21,122,285,3,72,972,0,10,-419,0,5,7,86,4,65,1,1,0,0,0,0,0,0,74,86,0,1,5,0,0,0,3,0,0,0,0,0,0,0,0,0,169,0,0,-296,-391,15,8,4,24,0,0,2,1,0,3,0,0,0,92,2,0,0,0,12,6,0,0
"107","Al-Arifeen",1,4,4,4,0,0,4,1,20017,1,-96,0,4,6,0,0,51,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","Al-Ashtar Brigades",0,10,10,10,0,3,9,0,40128,0,-681,12,10,5,0,0,23,0,0,-26,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"109","Al-Badr",0,2,2,2,0,0,2,0,20018,1,-99,0,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"110","Al-Bakazim",0,2,2,2,0,0,2,0,30219,1,-198,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,-198,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"111","Al-Borkan Liberation Organization",0,2,2,2,0,0,1,0,2915,0,4,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","Al-Da'wah Party",0,1,1,1,0,0,0,0,3202,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","Al-Fajr",0,1,1,1,0,0,1,0,20019,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","Al-Faran",0,2,2,2,0,0,2,0,1463,0,70,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"115","Al-Faruo Battalion",0,4,4,1,3,0,4,0,3034,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","Al-Faruq Militia",0,1,1,1,0,0,1,0,40355,0,-99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"117","Al-Fatah",13,56,52,56,4,5,49,0,284,8,-665,0,0,87,1,10,211,0,12,-23,0,6,8,16,2,21,0,1,0,2,0,0,0,0,30,15,0,2,4,0,0,1,4,0,0,0,0,1,0,0,2,0,53,0,0,-92,-191,2,12,1,1,0,1,0,0,0,0,0,1,1,21,0,0,3,0,4,1,0,8
"118","Al-Fatihin Army (AFA)",0,1,1,0,1,0,1,0,20020,0,0,0,1,0,0,0,3,0,0,-9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","Al-Furqan Brigades",0,3,3,3,0,0,3,0,40168,0,-93,3,3,7,0,0,2,0,0,-7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"120","Al-Gama'at al-Islamiyya (IG)",22,259,259,259,0,5,234,1,357,8,93,0,0,492,0,12,347,0,2,128,0,125,0,14,10,107,3,0,0,0,0,0,0,0,218,16,0,0,3,0,0,0,22,0,0,0,0,0,1,0,0,0,257,0,1,0,0,34,6,159,0,0,0,0,0,0,0,2,0,1,31,3,0,1,8,13,1,0,0
"121","Al-Hadid",0,2,2,2,0,0,2,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"122","Al-Hamas Mujahideen",0,1,1,1,0,0,1,0,20021,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"123","Al-Haramayn Brigades",0,3,3,3,0,0,2,1,20022,0,0,0,3,5,0,1,147,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","Al-Haydariyah Battalion",0,1,1,1,0,0,1,0,40485,0,-99,0,1,0,0,0,0,0,0,-9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","Al-Herak Al-Tihami Movement",0,1,1,0,1,0,1,0,40145,0,-99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","Al-Intiqami al-Pakistani",0,2,2,2,0,0,2,0,20487,1,3,0,1,9,0,1,24,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","Al-Islah Party",0,4,3,4,1,0,4,0,40258,0,-396,0,0,25,0,7,9,0,0,-17,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"128","Al-Ittihaad al-Islami (AIAI)",1,5,5,5,0,0,5,0,1763,2,0,5,0,23,0,0,41,0,0,-6,0,2,0,2,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"129","Al-Jehad",0,3,3,3,0,0,2,0,286,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"130","Al-Jihad",0,10,10,10,0,0,9,1,511,1,9,0,0,30,0,0,97,4,1,7,0,3,0,4,0,3,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"131","Al-Jihad (Pakistan)",0,1,1,1,0,0,1,0,40330,0,-99,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","Al-Jub Tribe",0,1,1,1,0,0,1,0,30086,0,-99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"133","Al-Khobar",1,8,9,9,1,0,9,0,20024,5,-592,5,-8,11,0,0,58,0,0,-11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0
"134","Al-Ma'unah",-9,2,2,2,0,2,1,0,10068,0,-96,28,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-99,-99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"135","Al-Madani Brigade",0,1,1,1,0,0,1,0,40302,0,-99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","Al-Madina",0,4,4,4,0,2,3,0,20025,0,2,0,4,4,0,0,24,0,0,-27,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","Al-Mansoorian",0,17,17,15,4,2,17,1,20026,2,26,11,16,72,0,20,152,0,0,-67,0,1,0,3,2,11,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,6,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"138","Al-Marabitun Revolutionary Committee",0,1,1,1,0,0,1,0,2688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","Al-Masni Tribe",0,1,1,1,0,0,1,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"140","Al-Mua'qi'oon Biddam Brigade (Those who Sign with Blood)",0,11,11,9,2,1,10,3,40124,0,-382,12,11,117,4,37,53,0,0,-23,-9,1,1,4,0,2,0,3,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,-198,-95,3,0,1,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","Al-Mujahedin Brigades (Palestine)",0,1,1,1,0,0,1,0,30005,0,-99,0,1,0,0,0,0,0,0,-9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","Al-Mus'abi Tribe",0,1,1,1,0,0,1,0,40243,0,-99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"143","Al-Naqshabandiya Army",3,35,35,24,11,2,33,6,40031,0,-3164,0,34,165,0,78,173,0,0,-86,0,0,0,27,0,6,2,0,0,0,0,0,0,0,6,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,35,0,0,0,0,3,0,1,14,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,3,0,0
"144","Al-Nasireen Group",0,3,3,3,0,0,3,0,20027,0,-96,0,3,10,0,3,38,0,0,-7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"145","Al-Nasirin (India)",0,2,2,2,1,0,2,0,30084,1,-99,0,1,0,0,0,8,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"146","Al-Nawaz",0,1,1,1,0,0,1,0,20028,0,0,0,1,2,0,0,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"147","Al-Nusrah Front",25,210,205,163,55,81,206,71,40103,13,-15570,0,131,2596,2,563,1696,0,0,-485,-30,4,45,121,1,17,19,2,1,0,0,1,0,0,29,135,0,2,3,0,0,0,40,0,0,0,0,0,0,0,0,0,210,0,0,-388,44,8,13,11,86,0,0,2,2,0,10,0,0,2,47,13,0,10,0,2,3,0,1
"148","Al-Qaida",8,59,59,56,9,10,51,25,20029,38,-345,322,-19,845,251,43,5541,55,0,-26,1,4,2,47,0,2,0,0,0,4,0,0,0,0,5,50,0,0,0,4,0,0,0,4,0,0,0,1,5,0,39,0,10,0,0,4,1151,7,9,3,12,0,3,4,1,0,0,1,0,0,12,3,0,0,1,2,0,0,1
"149","Al-Qaida in Iraq",44,635,635,596,54,401,621,128,20030,160,-42095,-121,321,4122,10,217,9862,21,4,-1360,-17,23,21,500,5,78,8,0,0,0,0,0,0,0,106,509,0,2,1,0,0,0,17,0,0,0,0,1,0,0,0,0,634,0,0,-690,-1524,49,62,122,68,0,1,11,7,1,1,0,0,3,231,17,2,32,2,12,10,3,1
"150","Al-Qaida in Lebanon",0,1,1,1,0,0,1,0,20493,1,0,0,1,0,0,0,1,0,0,-9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","Al-Qaida in Saudi Arabia",2,7,7,7,0,4,7,5,20522,6,4,2,1,29,8,13,216,1,7,-3,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,-99,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"152","Al-Qaida in the Arabian Peninsula (AQAP)",40,893,879,555,360,120,795,107,20032,321,-65181,-100,191,3153,3,644,2708,3,98,-1271,-49,146,63,320,10,270,76,5,1,2,0,0,0,0,373,401,0,7,9,0,0,0,103,1,0,0,0,2,0,0,0,0,890,0,0,-1055,1843,19,133,105,398,0,6,18,7,0,5,1,2,1,75,7,0,49,3,0,13,35,16
"153","Al-Qaida in the Indian Subcontinent",0,7,7,7,0,2,5,0,40325,0,-383,2,7,6,0,0,5,0,1,1,0,4,0,1,0,2,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0
